stay_year,major_source_nm,stays_count,room_nights,room_revenue,total_revenue,ADR,revenue_per_stay,TrevPOR,attach_rate
2023,Diverted Bookings,9721,24691.0,21672455.35054364,25332127.631050803,877.7471690309684,2229.447109406814,1025.966045565218,1.1688628363198064
2023,E-mail to WRO,140,495.0,512904.774056093,648128.9973061396,1036.17126071938,3663.605528972093,1309.3515097093727,1.2636439161614392
2023,Elite Guest,964,2887.0,4626147.768651029,5929233.65158777,1602.4065703675196,4798.908473704387,2053.7698827806616,1.2816783959576625
2023,Expedia,50978,125437.0,88966135.71096303,112359760.16812596,709.2495492634791,1745.1868592522858,895.7465514013087,1.2629497647640349
2023,FS Guest Service Profile Desk,5,16.0,11959.84728636008,17257.11114132208,747.490455397505,2391.969457272016,1078.56944633263,1.4429206935613135
2023,Fliggy,175,279.0,182250.61535305227,225977.82811002902,653.2280120181085,1041.4320877317273,809.9563731542258,1.2399290266991376
2023,Four Seasons Mobile App,13533,36948.0,43901526.271105595,56923877.55170307,1188.1976364378477,3244.0350455261655,1540.6484126800658,1.2966263906220572
2023,Four Seasons Website,123644,326616.0,353575574.00839347,451696635.1484289,1082.542110638773,2859.625812885328,1382.9593012847777,1.277510858648019
2023,Galileo,15380,33151.0,17694063.827774297,22532942.0328778,533.7414807328375,1150.4592865913066,679.7062541967904,1.273474666543699
2023,Google,1,7.0,873.542101216095,1032.3734612362,124.79172874515643,873.542101216095,147.48192303374285,1.1818245048509843
2023,Hawaii Collection,6,16.0,21127.225555644123,28763.178077389464,1320.4515972277577,3521.2042592740204,1797.6986298368415,1.3614271311504695
2023,Hotel Live Chat,2342,5159.0,3953806.6299829083,5383850.840210205,766.3901201750161,1688.2180315896278,1043.5841907753838,1.3616879488700433
2023,Make My Trip,814,1097.0,243246.7283787267,294582.0706413303,221.73812978917655,298.82890464217036,268.5342485335737,1.2110422722014016
2023,Metasearch,3838,9392.0,8948540.495645873,11257551.057148067,952.783272534697,2331.563443367867,1198.6319268684058,1.2580320849668947
2023,NetJets,2,7.0,26898.8680970198,33547.422181988804,3842.6954424314,13449.4340485099,4792.488883141258,1.2471685448245913
2023,Online Third Party,4317,5468.0,2880092.6111518675,3654450.4306696206,526.7177416151916,667.1514040194272,668.3340217025641,1.268865597071219
2023,Owner,264,894.0,479647.08236738044,524527.1723673805,536.5179892252578,1816.8450089673502,586.7194321782779,1.0935689836337306
2023,Pegasus ODD,356,1199.0,493311.7909837161,633935.0478887261,411.4360225051844,1385.7072780441463,528.7198064126156,1.2850595900507311
2023,Priceline,1,2.0,292.297313799022,375.454128697288,146.148656899511,292.297313799022,187.727064348644,1.2844939415195689
2023,Reservations Office,213546,639271.0,396951879.73767406,510701971.10319334,620.9446068063061,1858.858886318049,798.8818061560643,1.2865588933366208
2023,Reservations Office Main Line,84292,221621.0,272206930.467318,334836275.40413,1228.254228919272,3229.332919699592,1510.8508462832042,1.23007990586166
2023,Sabre,93340,217251.0,140350803.87949497,175004019.34502372,646.0306460246211,1503.6512093367792,805.5383834597941,1.2469042891644708
2023,Sales Office,152545,457191.0,173339081.5284631,220482365.17596167,379.13931273464067,1136.3144090495466,482.2543864073476,1.271971463283411
2023,Siteminder,1,2.0,747.195168820278,1416.50590971521,373.597584410139,747.195168820278,708.252954857605,1.895764277961921
2023,SynXis-Trust,354,1125.0,1567795.7023432897,1907907.9628443248,1393.596179860702,4428.801419048841,1695.9181891949554,1.2169365944763655
2023,Toll Free,3460,11051.0,16403979.929951703,20541351.767571744,1484.3887367615332,4741.034661835753,1858.7776461471128,1.2522175627675387
2023,Voice,23,95.0,237439.35430990907,266828.00007660425,2499.361624314832,10323.45018738735,2808.7157902800445,1.123773271924993
2023,WRO Live Chat,21,51.0,62432.920168482895,82440.76089846886,1224.1749052643704,2972.9961984991855,1616.4855078131147,1.3204694042180367
2023,Walk In,16765,27277.0,17361890.64228637,21073004.518601723,636.5029380901995,1035.603378603422,772.5557986069481,1.2137505616627153
2023,Worldspan,845,1939.0,2168899.0937673217,2699066.7754683183,1118.565803902693,2566.7444896654692,1391.9890538774205,1.2444409162346548
2023,Worldwide Sales,4,12.0,15365.97074670808,20195.278811665918,1280.4975622256734,3841.49268667702,1682.9399009721599,1.3142859077739972
2023,Wotif,1,1.0,897.571089514688,1095.30366484792,897.571089514688,897.571089514688,1095.30366484792,1.2202973977695124
